Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src
off-relax-off-relax-spa-shampoo-hair-treatment-earl-grey-cucumber-scent-limited-set-2x460ml,"OFF & RELAX Spa Shampoo + Hair Treatment Earl Grey & Cucumber Scent Limited Set (2x460ml)","A Japanese hair line featuring Japanese tea extracts! OFF &amp; RELAX Moisture Spa Hair Set is a limited-edition collection inspired by the sophistication of Earl Grey tea. Blending the nourishing properties of fermented black tea from high-altitude leaves and tea extract from Uji, Kyoto, it deeply cleanses and revitalizes the scalp. This indulgent set brings the charm of a traditional tea room to your daily hair care routine and includes a trial sample for a complete spa-like experience. Set includes: OFF &amp; RELAX Moisture Spa Shampoo Earl Grey 460ml OFF &amp; RELAX Moisture Spa Treatment Earl Grey 460ml OFF &amp; RELAX Spa Treatment Samples Features Increases scalp cleaning efficiency and moisturize Repairs damaged hair and maintains healthy hair High-performance plant-based amino acids that work on moisturizing and resilience of the skin Spa-like experience with hot spring water from Izumo, Yubara, and the Alps Hair Concern Damaged Hair Dry Hair/Scalp Split Ends Hair Type Recommended for all hair types Made In Japan 🇯🇵 How to use After wetting the hair and scalp thoroughly, take an appropriate amount and lather it into your hair before rinsing off. Then, take an appropriate amount of the treatment and apply it from the ends of the hair up. It is more effective if you wash it off after a few minutes before rinsing again. Ingredient highlights Sulfate-Free Paraben-Free Mineral Oil-Free Alcohol-Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-8744054423788,892,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/OFF_RELAX_Spa_Shampoo_Hair_Treatment_Earl_Grey_Cucumber_Scent_Limited_Set_2x460ml_652fdca9-df4b-45ff-9dd4-67449eee5b5e.png?v=1771609186
peripera-peripera-syrupy-tok-cheek-9g,"PERIPERA Syrupy Tok Cheek (9g)","A hydrating and glowing liquid blush PERIPERA S yrupy Tok Cheek is a hydrating liquid blush that offers a splash of vibrancy and a dewy glow. Enriched with Vitamin E, it keeps your skin hydrated without any greasy feel. With a range of shades and buildability from translucent to intense, there is a shade for everyone! Features Buildable liquid cheek color Hydrating and enriched with Vitamin E Non-greasy, glowy finish Made In South Korea How to use Shake well and press the button on the bottom to dispense a drop onto your fingertips or a puff. Apply it to the desired area. Ingredient Highlights Mineral Oil Free Alcohol-Free Paraben-Free","PERIPERA","Makeup","PERIPERA, Makeup",TRUE,Title,Default Title,PERIPERA-9073608098028,285,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/8800255686828_1200x_9c28befd-eb16-4f2d-980d-a04785b55f27.png?v=1762625511
peripera-peripera-ink-mood-glowy-tint-4g,"PERIPERA Ink Mood Glowy Tint (4g)","A glossy lip tint that plumps and moisturizes, giving a glass-like finish. PERIPERA Ink Mood Glowy Tint is a glossy lip formula that combines nourishing Lily and Witch Hazel Extracts to hydrate and smooth, while its advanced three-tiered glow technology delivers a luminous, plumping effect that lasts all day. The lightweight, non-sticky formula molds seamlessly to your lips without white cast or transfer, making it ideal for any occasion. Experience comfortable, reliable color that stays put through your entire day—no smudging, no budging, just beautiful, glossy lips. Features Buildable color Glossy shine and tint Lips plumping and moisturizing Made In South Korea How to use Apply colour to the lips from the centre outwards. Blend, and layer colour as desired. Re-apply as necessary. Ingredient Highlights Mineral Oil Free Paraben-Free","PERIPERA","Lip Care","PERIPERA, Lip Care",TRUE,Title,Default Title,PERIPERA-9073607704812,266,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/30_Happy_Berry.png?v=1762624648
purederm-purederm-instant-softening-heel-mask-1-pair,"PUREDERM Instant Softening Heel Mask (1 pair)","A pair of foot masks that instantly hydrates and adds softness to dry, cracked, calloused heels. PUREDERM Instant Softening Heel Mask uses a unique air-shell structure to deliver the nourishing essence to the heels. Formulated with key such as urea, madecassoside, shea butter, coconut oil, and hemp seed oil, the mask is an exfoliating and softening treatment for the heels. Features Pair of specialized heel treatment masks Waterproof mask ensures maximum hydration and delivery of ingredients without evaporation Contains urea, madecassoside, shea butter Skin Concerns Dry Feet Skin Types All skin types Made In South Korea How to use 1.Open the package and remove the softening pad. 2.Place the pad on your heel, aligning it as shown in the instructions. 3.Unfold the protecting fabric and wrap it over the softening pad. 4.Secure the fabric using the fixing label, ensuring the “Heel” part faces your heel. 5.Leave the mask on for 30 minutes. 6.After 30 minutes, remove both the softening pad and protecting fabric. 7.Gently massage any remaining essence into your skin. No need to rinse off. Ingredients Ingredient Highlights Paraben-Free Sulfate-Free Mineral Oil Free Silicone-Free Cruelty-Free Vegan","PUREDERM","Bath & Body","PUREDERM, Bath & Body",TRUE,Title,Default Title,PUREDERM-8886223175916,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Purederm_Instant_Softening_Heel_Mask.webp?v=1771612508
purederm-purederm-exfoliating-foot-mask-1-pair,"PUREDERM Exfoliating Foot Mask (1 pair)","A pair of foot masks that perfectly peel away calluses and dead skin cells over just two weeks. PUREDERM Exfoliating Foot Mask is formulated with glycolic and lactic acids, plus papaya and chamomile to exfoliate and soothe the skin of the feet. Peel away calluses and dead skin cells over the course of just two weeks. Deep hydrating effect with warming heat. Features Pair of foot masks Contains papaya and chamomile Hydrating and warming Skin Concerns Dry Feet Skin Types All skin types Made In South Korea How to use Using scissors, cut open the package along the dotted line. Thoroughly cleanse your feet and then wear the masks. Remove after 60 to 90 minutes and rinse off with water. Ingredient Highlights Mineral Oil Free Paraben-Free Silicone-Free Sulfate-Free","PUREDERM","Bath & Body","PUREDERM, Bath & Body",TRUE,Title,Default Title,PUREDERM-8886220783852,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/PUREDERM_Exfoliating_Foot_Mask_1_pair.png?v=1766301496
purederm-purederm-pd-heating-moisture-foot-mask-1-pair,"PUREDERM P/D Heating Moisture Foot Mask (1 pair)","A unique heating and moisturizing foot mask that offers a luxurious spa experience. PUREDERM P/D Heating Moisture Foot Mask features a heating two-layer fabric paired with a deeply hydrating formula. It is infused with argan oil to strengthen the skin barrier and moisturize. Enjoy a luxurious spa experience with this foot mask that leaves skin feeling soft and rejuvenated. Features Pair of warming/heating foot masks Infused with argan oil Hydrating and moisturizing Skin Concerns Dry Feet Skin Types All skin types Made In South Korea How to use Wash you feet with warm water. Open the packet and hold sealing area of foot mask with your fingers. Pull outward to tear the seal. Wear the foot masks. You can secure the mask by attaching the enclosed sticker to the ankle. After 20-30 minutes, put off foot masks. You do not need to wash the feet again. Ingredient Highlights Paraben-Free Sulfate-Free","PUREDERM","Bath & Body","PUREDERM, Bath & Body",TRUE,Title,Default Title,PUREDERM-8886224748780,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/PUREDERM_PD_Heating_Moisture_Foot_Mask_1_pair.png?v=1766301495
purederm-purederm-black-food-mg-gel-eye-zone-mask-1-pair,"PUREDERM Black Food MG: Gel Eye Zone Mask (1 pair)","A moisturizing and detoxifying mask for the delicate skin around the eyes. PUREDERM Black Food MG: Gel Eye Zone Mask reduces fine lines and increases the skin moisture levels in the delicate eye zone area. It is formulated with ASD complex, which is moisturizing and detoxifying for the skin. Reduces fine lines by 17.92%, and increases skin moisture levels by 35.92%. MG:gel is a clear, moisturizing mask gel created with a new patented technique, and is an advanced concept super-stick gel with superb affinity for skin. Features Infused with Black Food 17 Complex (including Black Rice, Black Bean, Black Currant) Nourishing and revitalizing Moisturizing for the delicate skin around the eyes Skin Concerns Fine Lines &amp; Wrinkles Skin Types All skin types Made In South Korea How to use 1. After washing your face, prep your skin with toner. 2. Take out the gel mask and remove the film. 3. Place it to the eye area. 4. Leave for 20 minutes and remove the mask. 5. Gently massage the remaining essence to the skin for absorption. Ingredient Highlights Mineral Oil Free Paraben-Free Alcohol-Free Sulfate-Free Silicone-Free","PUREDERM","Eye Care","PUREDERM, Eye Care",TRUE,Title,Default Title,PUREDERM-8886226223340,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/PUREDERM_Black_Food_MG_Gel_Eye_Zone_Mask_1_pair_f8bd0cb2-ebc6-46d4-9180-0097c7361732.png?v=1771685823
snature-snature-aqua-oasis-toner-300ml,"S.NATURE Aqua Oasis Toner (300ml)","Experience the excellence of S.NATURE with the S.NATURE Aqua Oasis Toner (300ml). This premium toners is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective toners addition to their daily ritual.","S.NATURE","Toners","S.NATURE, Toners",TRUE,Title,Default Title,S.NATURE-9157090869484,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/S.NATUREAquaOasisToner300ml-1.png?v=1770754127
snature-snature-aqua-rice-cleansing-oil-200ml,"S.NATURE Aqua Rice Cleansing Oil (200ml)","Experience the excellence of S.NATURE with the S.NATURE Aqua Rice Cleansing Oil (200ml). This premium cleansers is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective cleansers addition to their daily ritual.","S.NATURE","Cleansers","S.NATURE, Cleansers",TRUE,Title,Default Title,S.NATURE-9157093785836,350,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/S.NATUREAquaRiceCleansingOilRice_LHA200ml-1.png?v=1771854345
snature-snature-aqua-squalane-moisturizing-cream,"S.NATURE Aqua Squalane Moisturizing Cream","Experience the excellence of S.NATURE with the S.NATURE Aqua Squalane Moisturizing Cream. This premium moisturizers is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective moisturizers addition to their daily ritual.","S.NATURE","Moisturizers","S.NATURE, Moisturizers",TRUE,Title,Default Title,S.NATURE-9157107155180,550,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/S.NatureAquaSqualaneMoisturizingCreamDirectBeauty.png?v=1770752591
snature-snature-aqua-squalane-serum,"S.NATURE Aqua Squalane Serum","Experience the excellence of S.NATURE with the S.NATURE Aqua Squalane Serum. This premium serums is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective serums addition to their daily ritual.","S.NATURE","Serums","S.NATURE, Serums",TRUE,Title,Default Title,S.NATURE-9157093425388,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/S.NatureAquaSqualaneSerumDirectBeauty.png?v=1771501515
skinfood-skinfood-rice-brightening-serum-55ml,"SKINFOOD Rice Brightening Serum (55ml)","A serum for those aiming for clear, glowing, glass skin while caring for the pores SKINFOOD Rice Brightening Serum is the ultimate Korean pore-tightening serum for clear, radiant skin. Clinically tested for pore care, this formula targets seven major concerns—pore size, volume, elasticity, filling, density, depth, and number—revealing a smoother, more refined complexion. The Rice Pore Complex deeply hydrates, lifts, and enhances clarity, creating a luminous finish. Perfect for K-beauty lovers and anyone seeking a high-performance serum for glass skin. Features Rice bran water and 17 amino acids Gentle exfoliation Smooths, brightens and hydrates Improves skin elasticity and addresses enlarged pores Skin Concerns Dullness Rough Skin Dryness Uneven Skin Enlarged Pores Dark Spots Anti-Aging Skin Types Suitable for all skin types, even sensitive skin Made In South Korea How to use After cleansing and applying toner, gently massage the serum into your skin, following its natural texture for optimal absorption. Key Ingredient Rice Pore Complex : To improve skin elasticity and enlarged pores for smoother skin. Niacinamide : Brightening, barrier-strengthening, and anti-aging ingredient. Ingredient Highlights Alcohol-Free Sulfate-Free Paraben-Free Silicone-Free Mineral Oil-Free","SKINFOOD","Serums","SKINFOOD, Serums",TRUE,Title,Default Title,SKINFOOD-9024573309164,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/SKINFOODRiceBrighteningSerum55ml-1_600x600_1d6ebe4f-e4f1-4db0-a109-a75619cb6f18.png?v=1759433464
skinfood-skinfood-rice-brightening-mask,"SKINFOOD Rice Brightening Mask","A transparent, highly adhesive cellulose sheet that quickly and easily cares for clear skin texture SKINFOOD Rice Brightening Masks are brightening sheets soaked in rice essence to effectively deliver moisture to the pores for a clear and transparent complexion. IIt is enriched with Rice Pore Complex to improve skin elasticity and infused with PHA and Prorease to help remove dead skin cells and even skin tone. Soft, eco-friendly, vegan-certified sheets for daily skincare. Features Ultra-adhering cellulose sheet Provides lasting hydration and helps to smooth and clarify skin texture PHA to help remove dead skin cells Skin Concerns Clogged Pores Rough Skin Uneven Skin Irritation Dullness Skin Types Suitable for all skin types, including sensitive skin Made In South Korea How to use After washing your face and toning. Apply the mask evenly and leave it on for 20 to 30 minutes. Remove the sheet and lightly pat the remaining essence to absorb. Key Ingredients Icheon Rice : Provides high-quality plant protein and vitamin to help with skin brightening and anti-pore care. PHA : Strengthens skin barrier and removes dead skin cells, evening out skin tone. Dipotassium Glycyrrhizate : Effective control of sebum and clears skin. Protease : Alleviates old dead skin cells and provides smooth skin texture. Ingredient Highlights Mineral Oil-Free Silicon-Free Alcohol-Free Sulfate-Free Paraben-Free","SKINFOOD","Masks","SKINFOOD, Masks",TRUE,Title,Default Title,SKINFOOD-9024550174956,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/download_5d912325-3cba-437a-b46a-1b618dd6d52f.png?v=1759419696
